20:29:08 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 debug 0
21:26:58 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:58 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 debug 0
21:26:58 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:58 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:58 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 debug 0
21:26:59 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:59 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 debug 0
21:26:59 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:59 kwargs,  {'topic_id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:26:59 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 debug 0
21:27:06 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:06 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:06 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 debug 0
21:27:30 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:30 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 debug 0
21:27:30 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:30 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:30 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 debug 0
21:27:31 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:31 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:31 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 debug 0
21:27:32 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:32 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 debug 0
21:27:32 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:32 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 debug 0
21:27:32 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:32 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:32 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 debug 0
21:27:33 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:33 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 debug 0
21:27:33 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:33 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 debug 0
21:27:33 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:33 kwargs,  {'topic_id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:27:33 kwargs,  {'id': 1} <class 'dict'>
21:28:52 kwargs,  {'topic_id': 1} <class 'dict'>
21:28:56 kwargs,  {'topic_id': 1} <class 'dict'>
21:28:57 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 debug 0
21:29:01 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:01 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:01 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 debug 0
21:29:02 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:02 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:02 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 debug 0
21:29:04 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:04 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:04 kwargs,  {'id': 1} <class 'dict'>
21:29:05 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:11 kwargs,  {'id': 1} <class 'dict'>
21:29:11 kwargs,  {'id': 1} <class 'dict'>
21:29:11 debug 0
21:29:11 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:11 kwargs,  {'topic_id': 1} <class 'dict'>
21:29:11 kwargs,  {'id': 1} <class 'dict'>
21:29:11 kwargs,  {'id': 1} <class 'dict'>
21:29:11 kwargs,  {'id': 1} <class 'dict'>
21:29:11 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'id': 1} <class 'dict'>
21:29:12 kwargs,  {'topic_id': 1} <class 'dict'>
19:42:13 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:07 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:07 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:17 kwargs,  {'id': 1} <class 'dict'>
19:45:17 kwargs,  {'id': 2} <class 'dict'>
19:45:17 debug 1
19:45:17 kwargs,  {'topic_id': 2} <class 'dict'>
19:45:17 kwargs,  {'topic_id': 2} <class 'dict'>
19:45:23 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:23 kwargs,  {'topic_id': 2} <class 'dict'>
19:45:25 kwargs,  {'id': 1} <class 'dict'>
19:45:25 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:26 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:26 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:27 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:27 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:49 kwargs,  {'topic_id': 1} <class 'dict'>
19:45:57 kwargs,  {'id': ''} <class 'dict'>
19:46:27 kwargs,  {'id': ''} <class 'dict'>
19:46:35 kwargs,  {'id': ''} <class 'dict'>
19:46:35 kwargs,  {'topic_id': 1} <class 'dict'>
19:48:40 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 debug 0
19:49:22 kwargs,  {'topic_id': 1} <class 'dict'>
19:49:22 kwargs,  {'topic_id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:22 kwargs,  {'id': 1} <class 'dict'>
19:49:25 kwargs,  {'id': 1} <class 'dict'>
19:49:25 kwargs,  {'id': 2} <class 'dict'>
19:49:25 debug 1
19:49:25 kwargs,  {'topic_id': 2} <class 'dict'>
19:49:25 kwargs,  {'topic_id': 2} <class 'dict'>
19:49:29 kwargs,  {'topic_id': 1} <class 'dict'>
19:49:29 kwargs,  {'topic_id': 2} <class 'dict'>
19:51:15 kwargs,  {'topic_id': 1} <class 'dict'>
19:51:15 kwargs,  {'topic_id': 2} <class 'dict'>
19:51:52 kwargs,  {'id': 1} <class 'dict'>
19:51:52 kwargs,  {'topic_id': 2} <class 'dict'>
19:51:59 kwargs,  {'id': 1} <class 'dict'>
19:51:59 kwargs,  {'topic_id': 2} <class 'dict'>
19:52:01 kwargs,  {'topic_id': 2} <class 'dict'>
19:52:19 kwargs,  {'topic_id': 2} <class 'dict'>
19:52:50 kwargs,  {'id': 1} <class 'dict'>
19:52:50 kwargs,  {'topic_id': 2} <class 'dict'>
19:57:37 kwargs,  {'topic_id': 2} <class 'dict'>
19:58:25 kwargs,  {'topic_id': 1} <class 'dict'>
19:58:25 kwargs,  {'topic_id': 2} <class 'dict'>
19:59:51 kwargs,  {'id': 1} <class 'dict'>
19:59:51 kwargs,  {'topic_id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 debug 0
20:00:06 kwargs,  {'topic_id': 1} <class 'dict'>
20:00:06 kwargs,  {'topic_id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:00:06 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 debug 0
20:04:42 kwargs,  {'topic_id': 1} <class 'dict'>
20:04:42 kwargs,  {'topic_id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:04:42 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 debug 0
20:05:20 kwargs,  {'topic_id': 1} <class 'dict'>
20:05:20 kwargs,  {'topic_id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:05:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 debug 0
20:06:20 kwargs,  {'topic_id': 1} <class 'dict'>
20:06:20 kwargs,  {'topic_id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:06:20 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 debug 0
20:07:17 kwargs,  {'topic_id': 1} <class 'dict'>
20:07:17 kwargs,  {'topic_id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:07:17 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 debug 0
20:13:12 kwargs,  {'topic_id': 1} <class 'dict'>
20:13:12 kwargs,  {'topic_id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
20:13:12 kwargs,  {'id': 1} <class 'dict'>
